record_id,production_date,plant,production_line,machine_id,shift,product_code,produced_quantity,good_quantity,scrap_quantity,downtime_minutes,planned_minutes,cycle_time_seconds
PR-2026-000476,2026-02-09,Plant-01,Line-B,MC-201,Evening,PRD-C300,6551,6490,61,41,480,3.59
PR-2026-000477,2026-02-09,Plant-01,Line-B,MC-201,Night,PRD-C300,6094,5927,167,57,480,3.64
PR-2026-000478,2026-02-09,Plant-01,Line-B,MC-202,Day,PRD-D400,2793,2739,54,41,480,8.06
PR-2026-000479,2026-02-09,Plant-01,Line-B,MC-202,Evening,PRD-D400,3221,3185,36,41,480,7.82
PR-2026-000480,2026-02-09,Plant-01,Line-B,MC-202,Night,PRD-D400,3171,3102,69,59,480,7.7
PR-2026-000481,2026-02-10,Plant-01,Line-A,MC-101,Day,PRD-A100,4925,4765,160,47,480,4.68
PR-2026-000482,2026-02-10,Plant-01,Line-A,MC-101,Evening,PRD-A100,4677,4606,71,56,480,4.8
PR-2026-000483,2026-02-10,Plant-01,Line-A,MC-101,Night,PRD-A100,4690,4627,63,33,480,4.85
PR-2026-000484,2026-02-10,Plant-01,Line-A,MC-102,Day,PRD-B200,3914,3819,95,5,480,6.12
PR-2026-000485,2026-02-10,Plant-01,Line-A,MC-102,Evening,PRD-B200,3706,3647,59,40,480,6.53
PR-2026-000486,2026-02-10,Plant-01,Line-A,MC-102,Night,PRD-B200,3631,3543,88,50,480,6.06
PR-2026-000487,2026-02-10,Plant-01,Line-B,MC-201,Day,PRD-C300,6677,6620,57,49,480,3.64
PR-2026-000488,2026-02-10,Plant-01,Line-B,MC-201,Evening,PRD-C300,7215,7008,207,9,480,3.68
PR-2026-000489,2026-02-10,Plant-01,Line-B,MC-201,Night,PRD-C300,6754,6626,128,55,480,3.48
PR-2026-000490,2026-02-10,Plant-01,Line-B,MC-202,Day,PRD-D400,2941,2842,99,15,480,8.27
PR-2026-000491,2026-02-10,Plant-01,Line-B,MC-202,Evening,PRD-D400,2668,2590,78,50,480,8.24
PR-2026-000492,2026-02-10,Plant-01,Line-B,MC-202,Night,PRD-D400,2671,2648,23,62,480,8.08
PR-2026-000493,2026-02-11,Plant-01,Line-A,MC-101,Day,PRD-A100,4736,4698,38,29,480,5.08
PR-2026-000494,2026-02-11,Plant-01,Line-A,MC-101,Evening,PRD-A100,4720,4677,43,48,480,4.86
PR-2026-000495,2026-02-11,Plant-01,Line-A,MC-101,Night,PRD-A100,4744,4575,169,26,480,4.85
PR-2026-000496,2026-02-11,Plant-01,Line-A,MC-102,Day,PRD-B200,3714,3677,37,56,480,6.22
PR-2026-000497,2026-02-11,Plant-01,Line-A,MC-102,Evening,PRD-B200,3764,3664,100,13,480,6.51
PR-2026-000498,2026-02-11,Plant-01,Line-A,MC-102,Night,PRD-B200,3354,3294,60,58,480,6.53
PR-2026-000499,2026-02-11,Plant-01,Line-B,MC-201,Day,PRD-C300,7163,7012,151,44,480,3.42
PR-2026-000500,2026-02-11,Plant-01,Line-B,MC-201,Evening,PRD-C300,7083,6962,121,25,480,3.6
PR-2026-000501,2026-02-11,Plant-01,Line-B,MC-201,Night,PRD-C300,7227,6997,230,17,480,3.49
PR-2026-000502,2026-02-11,Plant-01,Line-B,MC-202,Day,PRD-D400,2993,2916,77,65,480,7.95
PR-2026-000503,2026-02-11,Plant-01,Line-B,MC-202,Evening,PRD-D400,3426,3321,105,4,480,7.8
PR-2026-000504,2026-02-11,Plant-01,Line-B,MC-202,Night,PRD-D400,2954,2875,79,42,480,8
PR-2026-000505,2026-02-12,Plant-01,Line-A,MC-101,Day,PRD-A100,5386,5198,188,31,480,4.66
PR-2026-000506,2026-02-12,Plant-01,Line-A,MC-101,Evening,PRD-A100,4792,4699,93,51,480,4.64
PR-2026-000507,2026-02-12,Plant-01,Line-A,MC-101,Night,PRD-A100,5289,5214,75,9,480,4.66
PR-2026-000508,2026-02-12,Plant-01,Line-A,MC-102,Day,PRD-B200,3967,3871,96,39,480,5.99
PR-2026-000509,2026-02-12,Plant-01,Line-A,MC-102,Evening,PRD-B200,3817,3714,103,11,480,6.21
PR-2026-000510,2026-02-12,Plant-01,Line-A,MC-102,Night,PRD-B200,4045,3902,143,15,480,6.27
PR-2026-000511,2026-02-12,Plant-01,Line-B,MC-201,Day,PRD-C300,7097,6979,118,2,480,3.48
PR-2026-000512,2026-02-12,Plant-01,Line-B,MC-201,Evening,PRD-C300,6468,6356,112,28,480,3.56
PR-2026-000513,2026-02-12,Plant-01,Line-B,MC-201,Night,PRD-C300,7107,6955,152,24,480,3.51
PR-2026-000514,2026-02-12,Plant-01,Line-B,MC-202,Day,PRD-D400,2704,2622,82,51,480,8.09
PR-2026-000515,2026-02-12,Plant-01,Line-B,MC-202,Evening,PRD-D400,2871,2762,109,2,480,8.45
PR-2026-000516,2026-02-12,Plant-01,Line-B,MC-202,Night,PRD-D400,3269,3143,126,26,480,7.7
PR-2026-000517,2026-02-13,Plant-01,Line-A,MC-101,Day,PRD-A100,5020,4988,32,16,480,5.02
PR-2026-000518,2026-02-13,Plant-01,Line-A,MC-101,Evening,PRD-A100,5667,5553,114,12,480,4.74
PR-2026-000519,2026-02-13,Plant-01,Line-A,MC-101,Night,PRD-A100,5601,5401,200,1,480,4.77
PR-2026-000520,2026-02-13,Plant-01,Line-A,MC-102,Day,PRD-B200,4063,3990,73,49,480,5.98
PR-2026-000521,2026-02-13,Plant-01,Line-A,MC-102,Evening,PRD-B200,4079,4009,70,7,480,6.21
PR-2026-000522,2026-02-13,Plant-01,Line-A,MC-102,Night,PRD-B200,3791,3763,28,46,480,6.01
PR-2026-000523,2026-02-13,Plant-01,Line-B,MC-201,Day,PRD-C300,7728,7524,204,3,480,3.48
PR-2026-000524,2026-02-13,Plant-01,Line-B,MC-201,Evening,PRD-C300,7509,7245,264,32,480,3.4
PR-2026-000525,2026-02-13,Plant-01,Line-B,MC-201,Night,PRD-C300,7656,7486,170,7,480,3.53
PR-2026-000526,2026-02-13,Plant-01,Line-B,MC-202,Day,PRD-D400,3195,3085,110,49,480,7.7
PR-2026-000527,2026-02-13,Plant-01,Line-B,MC-202,Evening,PRD-D400,3172,3078,94,27,480,8.09
PR-2026-000528,2026-02-13,Plant-01,Line-B,MC-202,Night,PRD-D400,3236,3199,37,13,480,7.81
PR-2026-000529,2026-02-14,Plant-01,Line-A,MC-101,Day,PRD-A100,4755,4729,26,25,480,5.04
PR-2026-000530,2026-02-14,Plant-01,Line-A,MC-101,Evening,PRD-A100,4414,4368,46,61,480,4.97
PR-2026-000531,2026-02-14,Plant-01,Line-A,MC-101,Night,PRD-A100,4620,4449,171,38,480,4.97
PR-2026-000532,2026-02-14,Plant-01,Line-A,MC-102,Day,PRD-B200,3727,3700,27,47,480,6.29
PR-2026-000533,2026-02-14,Plant-01,Line-A,MC-102,Evening,PRD-B200,4249,4126,123,3,480,6.02
PR-2026-000534,2026-02-14,Plant-01,Line-A,MC-102,Night,PRD-B200,3962,3875,87,24,480,6.38
PR-2026-000535,2026-02-14,Plant-01,Line-B,MC-201,Day,PRD-C300,6323,6162,161,46,480,3.56
PR-2026-000536,2026-02-14,Plant-01,Line-B,MC-201,Evening,PRD-C300,6074,5988,86,61,480,3.7
PR-2026-000537,2026-02-14,Plant-01,Line-B,MC-201,Night,PRD-C300,7260,7213,47,0,480,3.46
PR-2026-000538,2026-02-14,Plant-01,Line-B,MC-202,Day,PRD-D400,2983,2936,47,5,480,8.21
PR-2026-000539,2026-02-14,Plant-01,Line-B,MC-202,Evening,PRD-D400,2607,2544,63,65,480,0
PR-2026-000540,2026-02-14,Plant-01,Line-B,MC-202,Night,PRD-D400,2844,2739,105,60,480,7.73
PR-2026-000541,2026-02-15,Plant-01,Line-A,MC-101,Day,PRD-A100,4980,4810,170,58,480,4.74
PR-2026-000542,2026-02-15,Plant-01,Line-A,MC-101,Evening,PRD-A100,4749,4644,105,57,480,4.91
PR-2026-000543,2026-02-15,Plant-01,Line-A,MC-101,Night,PRD-A100,4726,4630,96,54,480,4.93
PR-2026-000544,2026-02-15,Plant-01,Line-A,MC-102,Day,PRD-B200,3775,3628,147,32,480,6.55
PR-2026-000545,2026-02-15,Plant-01,Line-A,MC-102,Evening,PRD-B200,3775,3703,72,47,480,6.23
PR-2026-000546,2026-02-15,Plant-01,Line-A,MC-102,Night,PRD-B200,4459,4427,32,8,480,6.05
PR-2026-000547,2026-02-15,Plant-01,Line-B,MC-201,Day,PRD-C300,7798,7668,130,11,480,3.46
PR-2026-000548,2026-02-15,Plant-01,Line-B,MC-201,Evening,PRD-C300,6176,6075,101,61,480,3.67
PR-2026-000549,2026-02-15,Plant-01,Line-B,MC-201,Night,PRD-C300,6382,6323,59,47,480,3.61
PR-2026-000550,2026-02-15,Plant-01,Line-B,MC-202,Day,PRD-D400,3108,3095,13,41,480,7.9
PR-2026-000551,2026-02-15,Plant-01,Line-B,MC-202,Evening,PRD-D400,2930,2896,34,24,480,8.26
PR-2026-000552,2026-02-15,Plant-01,Line-B,MC-202,Night,PRD-D400,3132,3042,90,55,480,7.78
PR-2026-000553,2026-02-16,Plant-01,Line-A,MC-101,Day,PRD-A100,5006,4846,160,30,480,4.87
PR-2026-000554,2026-02-16,Plant-01,Line-A,MC-101,Evening,PRD-A100,4527,4486,41,42,480,5.03
PR-2026-000555,2026-02-16,Plant-01,Line-A,MC-101,Night,PRD-A100,5639,5482,157,8,480,4.81
PR-2026-000556,2026-02-16,Plant-01,Line-A,MC-102,Day,PRD-B200,3595,3540,55,49,480,6.24
PR-2026-000557,2026-02-16,Plant-01,Line-A,MC-102,Evening,PRD-B200,3721,3612,109,13,480,6.51
PR-2026-000558,2026-02-16,Plant-01,Line-A,MC-102,Night,PRD-B200,3825,3725,100,2,480,6.41
PR-2026-000559,2026-02-16,Plant-01,Line-B,MC-201,Day,PRD-C300,6691,6459,232,54,480,3.54
PR-2026-000560,2026-02-16,Plant-01,Line-B,MC-201,Evening,PRD-C300,6418,6260,158,63,480,3.52
PR-2026-000561,2026-02-16,Plant-01,Line-B,MC-201,Night,PRD-C300,7472,7369,103,38,480,3.43
PR-2026-000562,2026-02-16,Plant-01,Line-B,MC-202,Day,PRD-D400,3450,3426,24,10,480,7.7
PR-2026-000563,2026-02-16,Plant-01,Line-B,MC-202,Evening,PRD-D400,3114,3054,60,7,480,8.08
PR-2026-000564,2026-02-16,Plant-01,Line-B,MC-202,Night,PRD-D400,2763,2736,27,56,480,8.35
PR-2026-000565,2026-02-17,Plant-01,Line-A,MC-101,Day,PRD-A100,4617,4492,125,24,480,4.98
PR-2026-000566,2026-02-17,Plant-01,Line-A,MC-101,Evening,PRD-A100,5526,5315,211,4,480,4.69
PR-2026-000567,2026-02-17,Plant-01,Line-A,MC-101,Night,PRD-A100,4627,4594,33,35,480,4.95
PR-2026-000568,2026-02-17,Plant-01,Line-A,MC-102,Day,PRD-B200,4146,4011,135,38,480,5.99
PR-2026-000569,2026-02-17,Plant-01,Line-A,MC-102,Evening,PRD-B200,3923,3841,82,12,480,6.19
PR-2026-000570,2026-02-17,Plant-01,Line-A,MC-102,Night,PRD-B200,3410,3359,51,65,480,6.26
PR-2026-000571,2026-02-17,Plant-01,Line-B,MC-201,Day,PRD-C300,6660,6559,101,64,480,3.38
PR-2026-000572,2026-02-17,Plant-01,Line-B,MC-201,Evening,PRD-C300,6843,6707,136,62,480,3.5
PR-2026-000573,2026-02-17,Plant-01,Line-B,MC-201,Night,PRD-C300,7706,7674,32,5,480,3.57
PR-2026-000574,2026-02-17,Plant-01,Line-B,MC-202,Day,PRD-D400,2960,2906,54,45,480,8.2
PR-2026-000575,2026-02-17,Plant-01,Line-B,MC-202,Evening,PRD-D400,2588,2544,44,56,480,8.27
PR-2026-000576,2026-02-17,Plant-01,Line-B,MC-202,Night,PRD-D400,2886,2789,97,38,480,7.88
PR-2026-000577,2026-02-18,Plant-01,Line-A,MC-101,Day,PRD-A100,5444,5322,122,8,480,5.03
PR-2026-000578,2026-02-18,Plant-01,Line-A,MC-101,Evening,PRD-A100,5222,5041,181,0,480,4.64
PR-2026-000579,2026-02-18,Plant-01,Line-A,MC-101,Night,PRD-A100,5343,5174,169,9,480,5.07
PR-2026-000580,2026-02-18,Plant-01,Line-A,MC-102,Day,PRD-B200,3919,3891,28,52,480,6.27
PR-2026-000581,2026-02-18,Plant-01,Line-A,MC-102,Evening,PRD-B200,4098,4080,18,35,480,6.31
PR-2026-000582,2026-02-18,Plant-01,Line-A,MC-102,Night,PRD-B200,4198,4107,91,11,480,6.04
PR-2026-000583,2026-02-18,Plant-01,Line-B,MC-201,Day,PRD-C300,6232,6050,182,59,480,3.43
PR-2026-000584,2026-02-18,Plant-01,Line-B,MC-201,Evening,PRD-C300,7437,7148,289,15,480,3.44
PR-2026-000585,2026-02-18,Plant-01,Line-B,MC-201,Night,PRD-C300,7074,6870,204,22,480,3.36
PR-2026-000586,2026-02-18,Plant-01,Line-B,MC-202,Day,PRD-D400,2878,2821,57,41,480,7.88
PR-2026-000587,2026-02-18,Plant-01,Line-B,MC-202,Evening,PRD-D400,3361,3254,107,6,480,8.06
PR-2026-000588,2026-02-18,Plant-01,Line-B,MC-202,Night,PRD-D400,2904,2792,112,16,480,8.21
PR-2026-000589,2026-02-19,Plant-01,Line-A,MC-101,Day,PRD-A100,4497,4464,33,56,480,4.82
PR-2026-000590,2026-02-19,Plant-01,Line-A,MC-101,Evening,PRD-A100,4821,4711,110,35,480,4.9
PR-2026-000591,2026-02-19,Plant-01,Line-A,MC-101,Night,PRD-A100,4752,4682,70,49,480,4.61
PR-2026-000592,2026-02-19,Plant-01,Line-A,MC-102,Day,PRD-B200,3827,3696,131,35,480,6
PR-2026-000593,2026-02-19,Plant-01,Line-A,MC-102,Evening,PRD-B200,3654,3626,28,38,480,6.12
PR-2026-000594,2026-02-19,Plant-01,Line-A,MC-102,Night,PRD-B200,4263,4163,100,0,480,6.38
PR-2026-000595,2026-02-19,Plant-01,Line-B,MC-201,Day,PRD-C300,6568,6450,118,58,480,3.47
PR-2026-000596,2026-02-19,Plant-01,Line-B,MC-201,Evening,PRD-C300,6991,6918,73,32,480,3.68
PR-2026-000597,2026-02-19,Plant-01,Line-B,MC-201,Night,PRD-C300,6782,6595,187,22,480,3.46
PR-2026-000598,2026-02-19,Plant-01,Line-B,MC-202,Day,PRD-D400,2837,2790,47,56,480,8.44
PR-2026-000599,2026-02-19,Plant-01,Line-B,MC-202,Evening,PRD-D400,2949,2856,93,45,480,8.08
PR-2026-000600,2026-02-19,Plant-01,Line-B,MC-202,Night,PRD-D400,2811,2729,82,16,480,8.43
PR-2026-000601,2026-02-20,Plant-01,Line-A,MC-101,Day,PRD-A100,5225,5044,181,40,480,4.66
PR-2026-000602,2026-02-20,Plant-01,Line-A,MC-101,Evening,PRD-A100,4584,4481,103,26,480,5.01
PR-2026-000603,2026-02-20,Plant-01,Line-A,MC-101,Night,PRD-A100,5042,4862,180,10,480,5.07
PR-2026-000604,2026-02-20,Plant-01,Line-A,MC-102,Day,PRD-B200,3392,3343,49,63,480,6.2
PR-2026-000605,2026-02-20,Plant-01,Line-A,MC-102,Evening,PRD-B200,3746,3714,32,47,480,6.2
PR-2026-000606,2026-02-20,Plant-01,Line-A,MC-102,Night,PRD-B200,3461,3357,104,56,480,6.48
PR-2026-000607,2026-02-20,Plant-01,Line-B,MC-201,Day,PRD-C300,6637,6419,218,16,480,3.68
PR-2026-000608,2026-02-20,Plant-01,Line-B,MC-201,Evening,PRD-C300,6484,6448,36,22,480,3.59
PR-2026-000609,2026-02-20,Plant-01,Line-B,MC-201,Night,PRD-C300,6392,6187,205,61,480,3.67
PR-2026-000610,2026-02-20,Plant-01,Line-B,MC-202,Day,PRD-D400,3124,3079,45,23,480,7.75
PR-2026-000611,2026-02-20,Plant-01,Line-B,MC-202,Evening,PRD-D400,2990,2894,96,56,480,8.21
PR-2026-000612,2026-02-20,Plant-01,Line-B,MC-202,Night,PRD-D400,3402,3274,128,2,480,7.78
PR-2026-000613,2026-02-21,Plant-01,Line-A,MC-101,Day,PRD-A100,4990,4874,116,17,480,4.91
PR-2026-000614,2026-02-21,Plant-01,Line-A,MC-101,Evening,PRD-A100,4675,4548,127,59,480,4.8
PR-2026-000615,2026-02-21,Plant-01,Line-A,MC-101,Night,PRD-A100,5307,5148,159,24,480,4.92
PR-2026-000616,2026-02-21,Plant-01,Line-A,MC-102,Day,PRD-B200,3945,3830,115,44,480,6.4
PR-2026-000617,2026-02-30,Plant-01,Line-A,MC-102,Evening,PRD-B200,4280,4214,66,6,480,6.26
PR-2026-000618,2026-02-21,Plant-01,Line-A,MC-102,Night,PRD-B200,3741,3604,137,33,480,6.08
PR-2026-000619,2026-02-21,Plant-01,Line-B,MC-201,Day,PRD-C300,6558,6305,253,44,480,3.4
PR-2026-000620,2026-02-21,Plant-01,Line-B,MC-201,Evening,PRD-C300,6514,6283,231,42,480,3.45
PR-2026-000621,2026-02-21,Plant-01,Line-B,MC-201,Night,PRD-C300,7417,7316,101,9,480,3.63
PR-2026-000622,2026-02-21,Plant-01,Line-B,MC-202,Day,PRD-D400,2812,2737,75,50,480,7.86
PR-2026-000623,2026-02-21,Plant-01,Line-B,MC-202,Evening,PRD-D400,2950,2910,40,13,480,8.38
PR-2026-000624,2026-02-21,Plant-01,Line-B,MC-202,Night,PRD-D400,3096,3033,63,14,480,8.03
PR-2026-000625,2026-02-22,Plant-01,Line-A,MC-101,Day,PRD-A100,5851,5791,60,8,480,4.64
PR-2026-000626,2026-02-22,Plant-01,Line-A,MC-101,Evening,PRD-A100,5338,5152,186,2,480,4.86
PR-2026-000627,2026-02-22,Plant-01,Line-A,MC-101,Night,PRD-A100,5177,5097,80,25,480,4.96
PR-2026-000628,2026-02-22,Plant-01,Line-A,MC-102,Day,PRD-B200,4102,3994,108,25,480,6.28
PR-2026-000629,2026-02-22,Plant-01,Line-A,MC-102,Evening,PRD-B200,4042,3886,156,38,480,6.15
PR-2026-000630,2026-02-22,Plant-01,Line-A,MC-102,Night,PRD-B200,3795,3662,133,62,480,6.16
PR-2026-000631,2026-02-22,Plant-01,Line-B,MC-201,Day,PRD-C300,6224,6134,90,52,480,3.7
PR-2026-000632,2026-02-22,Plant-01,Line-B,MC-201,Evening,PRD-C300,7141,7015,126,7,480,3.44
PR-2026-000633,2026-02-22,Plant-01,Line-B,MC-201,Night,PRD-C300,7123,6975,148,15,480,3.52
PR-2026-000634,2026-02-22,Plant-01,Line-B,MC-202,Day,PRD-D400,2758,2718,40,63,480,8.06
PR-2026-000635,2026-02-22,Plant-01,Line-B,MC-202,Evening,PRD-D400,3034,2944,90,26,480,8.36
PR-2026-000636,2026-02-22,Plant-01,Line-B,MC-202,Night,PRD-D400,2888,2791,97,17,480,8.36
PR-2026-000637,2026-02-23,Plant-01,Line-A,MC-101,Day,PRD-A100,5007,4927,80,29,480,4.61
PR-2026-000638,2026-02-23,Plant-01,Line-A,MC-101,Evening,PRD-A100,5235,5047,188,32,480,4.65
PR-2026-000639,2026-02-23,Plant-01,Line-A,MC-101,Night,PRD-A100,4871,4703,168,34,480,4.96
PR-2026-000640,2026-02-23,Plant-01,Line-A,MC-102,Day,PRD-B200,3888,3764,124,54,480,6.15
PR-2026-000641,2026-02-23,Plant-01,Line-A,MC-102,Evening,PRD-B200,4165,4099,66,26,480,5.95
PR-2026-000642,2026-02-23,Plant-01,Line-A,MC-102,Night,PRD-B200,4144,4036,108,27,480,6.3
PR-2026-000643,2026-02-23,Plant-01,Line-B,MC-201,Day,PRD-C300,8009,7922,87,9,480,3.36
PR-2026-000644,2026-02-23,Plant-01,Line-B,MC-201,Evening,PRD-C300,6912,6768,144,9,480,3.59
PR-2026-000645,2026-02-23,Plant-01,Line-B,MC-201,Night,PRD-C300,6601,6377,224,65,480,3.57
PR-2026-000646,2026-02-23,Plant-01,Line-B,MC-202,Day,PRD-D400,2960,2875,85,14,480,8.22
PR-2026-000647,2026-02-23,Plant-01,Line-B,MC-202,Evening,PRD-D400,2853,2742,111,38,480,7.92
PR-2026-000648,2026-02-23,Plant-01,Line-B,MC-202,Night,PRD-D400,3067,3004,63,38,480,8.08
PR-2026-000649,2026-02-24,Plant-01,Line-A,MC-101,Day,PRD-A100,4817,4785,32,20,480,4.87
PR-2026-000650,2026-02-24,Plant-01,Line-A,MC-101,Evening,PRD-A100,4996,4937,59,4,480,4.92
PR-2026-000651,2026-02-24,Plant-01,Line-A,MC-101,Night,PRD-A100,5163,5056,107,22,480,4.91
PR-2026-000652,2026-02-24,Plant-01,Line-A,MC-102,Day,PRD-B200,3708,3596,112,32,480,6.47
PR-2026-000653,2026-02-24,Plant-01,Line-A,MC-102,Evening,PRD-B200,3777,3742,35,60,480,6
PR-2026-000654,2026-02-24,Plant-01,Line-A,MC-102,Night,PRD-B200,3837,3716,121,61,480,6.23
PR-2026-000655,2026-02-24,Plant-01,Line-B,MC-201,Day,PRD-C300,7411,7276,135,22,480,3.44
PR-2026-000656,2026-02-24,Plant-01,Line-B,MC-201,Evening,PRD-C300,6354,6150,204,64,480,3.39
PR-2026-000657,2026-02-24,Plant-01,Line-B,MC-201,Night,PRD-C300,6402,6232,170,40,480,3.63
PR-2026-000658,2026-02-24,Plant-01,Line-B,MC-202,Day,PRD-D400,3116,3030,86,12,480,8.45
PR-2026-000659,2026-02-24,Plant-01,Line-B,MC-202,Evening,PRD-D400,2960,2863,97,49,480,8.3
PR-2026-000660,2026-02-24,Plant-01,Line-B,MC-202,Night,PRD-D400,3000,2933,67,43,480,7.88
PR-2026-000661,2026-02-25,Plant-01,Line-A,MC-101,Day,PRD-A100,5130,5104,26,39,480,4.89
PR-2026-000662,2026-02-25,Plant-01,Line-A,MC-101,Evening,PRD-A100,4677,4539,138,50,480,4.82
PR-2026-000663,2026-02-25,Plant-01,Line-A,MC-101,Night,PRD-A100,5049,5003,46,19,480,4.78
PR-2026-000664,2026-02-25,Plant-01,Line-A,MC-102,Day,PRD-B200,3410,3377,33,45,480,6.43
PR-2026-000665,2026-02-25,Plant-01,Line-A,MC-102,Evening,PRD-B200,3537,3519,18,54,480,6.43
PR-2026-000666,2026-02-25,Plant-01,Line-A,MC-102,Night,PRD-B200,4114,3957,157,43,480,5.98
PR-2026-000667,2026-02-25,Plant-01,Line-B,MC-201,Day,PRD-C300,6722,6477,245,47,480,3.41
PR-2026-000668,2026-02-25,Plant-01,Line-B,MC-201,Evening,PRD-C300,6628,6569,59,37,480,3.47
PR-2026-000669,2026-02-25,Plant-01,Line-B,MC-201,Night,PRD-C300,7657,7411,246,1,480,3.45
PR-2026-000670,2026-02-25,Plant-01,Line-B,MC-202,Day,PRD-D400,3044,2993,51,3,480,7.9
PR-2026-000671,2026-02-25,Plant-01,Line-B,MC-202,Evening,PRD-D400,2815,2710,105,45,480,7.81
PR-2026-000672,2026-02-25,Plant-01,Line-B,MC-202,Night,PRD-D400,3125,3015,110,33,480,7.75
PR-2026-000673,2026-02-26,Plant-01,Line-A,MC-101,Day,PRD-A100,5389,5314,75,35,480,4.75
PR-2026-000674,2026-02-26,Plant-01,Line-A,MC-101,Evening,PRD-A100,5292,5201,91,11,480,4.68
PR-2026-000675,2026-02-26,Plant-01,Line-A,MC-101,Night,PRD-A100,5112,5080,32,19,480,5.05
PR-2026-000676,2026-02-26,Plant-01,Line-A,MC-102,Day,PRD-B200,3690,3564,126,36,480,6.23
PR-2026-000677,2026-02-26,Plant-01,Line-A,MC-102,Evening,PRD-B200,3970,3831,139,24,480,6
PR-2026-000678,2026-02-26,Plant-01,Line-A,MC-102,Night,PRD-B200,3666,3534,132,33,480,6.4
PR-2026-000679,2026-02-26,Plant-01,Line-B,MC-201,Day,PRD-C300,6592,6440,152,20,480,3.65
PR-2026-000680,2026-02-26,Plant-01,Line-B,MC-201,Evening,PRD-C300,7394,7211,183,0,480,3.61
PR-2026-000681,2026-02-26,Plant-01,Line-B,MC-201,Night,PRD-C300,7201,6945,256,9,480,3.46
PR-2026-000682,2026-02-26,Plant-01,Line-B,MC-202,Day,PRD-D400,2871,2858,13,55,480,8.38
PR-2026-000683,2026-02-26,Plant-01,Line-B,MC-202,Evening,PRD-D400,3180,3139,41,40,480,8
PR-2026-000684,2026-02-26,Plant-01,Line-B,MC-202,Night,PRD-D400,2908,2883,25,60,480,7.79
PR-2026-000685,2026-02-27,Plant-01,Line-A,MC-101,Day,PRD-A100,5313,5250,63,30,480,4.81
PR-2026-000686,2026-02-27,Plant-01,Line-A,MC-101,Evening,PRD-A100,5429,5374,55,5,480,4.65
PR-2026-000687,2026-02-27,Plant-01,Line-A,MC-101,Night,PRD-A100,4559,4391,168,62,480,5.08
PR-2026-000688,2026-02-27,Plant-01,Line-A,MC-102,Day,PRD-B200,4022,3870,152,30,480,6.35
PR-2026-000689,2026-02-27,Plant-01,Line-A,MC-102,Evening,PRD-B200,3504,3445,59,48,480,6.46
PR-2026-000690,2026-02-27,Plant-01,Line-A,MC-102,Night,PRD-B200,4148,4004,144,22,480,6.19
PR-2026-000691,2026-02-27,Plant-01,Line-B,MC-201,Day,PRD-C300,6622,6507,115,61,480,3.55
PR-2026-000692,2026-02-27,Plant-01,Line-B,MC-201,Evening,PRD-C300,6638,6381,257,58,480,3.49
PR-2026-000693,2026-02-27,Plant-01,Line-B,MC-201,Night,PRD-C300,6611,6408,203,54,480,3.43
PR-2026-000694,2026-02-27,Plant-01,Line-B,MC-202,Day,PRD-D400,3052,2966,86,35,480,7.98
PR-2026-000695,2026-02-27,Plant-01,Line-B,MC-202,Evening,,3525,3406,119,5,480,7.7
PR-2026-000696,2026-02-27,Plant-01,Line-B,MC-202,Night,PRD-D400,2918,2866,52,43,480,7.73
PR-2026-000697,2026-02-28,Plant-01,Line-A,MC-101,Day,PRD-A100,5080,5042,38,16,480,4.81
PR-2026-000698,2026-02-28,Plant-01,Line-A,MC-101,Evening,PRD-A100,5267,5126,141,16,480,4.66
PR-2026-000699,2026-02-28,Plant-01,Line-A,MC-101,Night,PRD-A100,4646,4530,116,57,480,4.86
PR-2026-000700,2026-02-28,Plant-01,Line-A,MC-102,Day,PRD-B200,3964,3944,20,40,480,6.17
PR-2026-000701,2026-02-28,Plant-01,Line-A,MC-102,Evening,PRD-B200,3397,3271,126,63,480,6.32
PR-2026-000702,2026-02-28,Plant-01,Line-A,MC-102,Night,PRD-B200,3484,3379,105,49,480,6.32
PR-2026-000703,2026-02-28,Plant-01,Line-B,MC-201,Day,PRD-C300,6424,6214,210,32,480,3.55
PR-2026-000704,2026-02-28,Plant-01,Line-B,MC-201,Evening,PRD-C300,6288,6084,204,61,480,3.57
PR-2026-000705,2026-02-28,Plant-01,Line-B,MC-201,Night,PRD-C300,6925,6867,58,12,480,3.63
PR-2026-000706,2026-02-28,Plant-01,Line-B,MC-202,Day,PRD-D400,3047,2934,113,47,480,8.19
PR-2026-000707,2026-02-28,Plant-01,Line-B,MC-202,Evening,PRD-D400,3257,3155,102,19,480,7.95
PR-2026-000708,2026-02-28,Plant-01,Line-B,MC-202,Night,PRD-D400,2833,2738,95,38,480,8.41
PR-2026-000709,2026-03-01,Plant-01,Line-A,MC-101,Day,PRD-A100,4330,4248,82,58,480,4.98
PR-2026-000710,2026-03-01,Plant-01,Line-A,MC-101,Evening,PRD-A100,5211,5060,151,26,480,4.7
PR-2026-000711,2026-03-01,Plant-01,Line-A,MC-101,Night,PRD-A100,5054,5013,41,2,480,5.05
PR-2026-000712,2026-03-01,Plant-01,Line-A,MC-102,Day,PRD-B200,4018,3880,138,34,480,6.04
PR-2026-000713,2026-03-01,Plant-01,Line-A,MC-102,Evening,PRD-B200,3810,3769,41,36,480,6.18
PR-2026-000714,2026-03-01,Plant-01,Line-A,MC-102,Night,PRD-B200,4026,3984,42,4,480,6.08
